mass,value,searchers,targets,walk_type,metric,dc_scaling,predicted_exponent
10.0,57220.2,20,80.0,CRW,MFCT,Half,0.0
10.0,53999.05,20,80.0,CRW,MFCT,Half,0.0
10.0,56798.05,20,80.0,CRW,MFCT,Half,0.0
10.0,66622.45,20,80.0,CRW,MFCT,Half,0.0
10.0,55537.9,20,80.0,CRW,MFCT,Half,0.0
10.0,39081.55,20,80.0,CRW,MFCT,Half,0.0
10.0,41494.5,20,80.0,CRW,MFCT,Half,0.0
10.0,62452.1,20,80.0,CRW,MFCT,Half,0.0
10.0,73124.2,20,80.0,CRW,MFCT,Half,0.0
10.0,72267.1,20,80.0,CRW,MFCT,Half,0.0
10.0,41175.75,20,80.0,CRW,MFCT,Half,0.0
10.0,28578.55,20,80.0,CRW,MFCT,Half,0.0
10.0,52872.5,20,80.0,CRW,MFCT,Half,0.0
10.0,36805.1,20,80.0,CRW,MFCT,Half,0.0
10.0,42917.9,20,80.0,CRW,MFCT,Half,0.0
10.0,86468.1,20,80.0,CRW,MFCT,Half,0.0
10.0,38808.55,20,80.0,CRW,MFCT,Half,0.0
10.0,51236.6,20,80.0,CRW,MFCT,Half,0.0
10.0,53161.2,20,80.0,CRW,MFCT,Half,0.0
10.0,38440.9,20,80.0,CRW,MFCT,Half,0.0
10.0,47195.1,20,80.0,CRW,MFCT,Half,0.0
10.0,40285.7,20,80.0,CRW,MFCT,Half,0.0
10.0,36667.9,20,80.0,CRW,MFCT,Half,0.0
10.0,54682.4,20,80.0,CRW,MFCT,Half,0.0
10.0,60809.6,20,80.0,CRW,MFCT,Half,0.0
10.0,49855.75,20,80.0,CRW,MFCT,Half,0.0
10.0,57892.4,20,80.0,CRW,MFCT,Half,0.0
10.0,74864.35,20,80.0,CRW,MFCT,Half,0.0
10.0,48890.15,20,80.0,CRW,MFCT,Half,0.0
10.0,61308.9,20,80.0,CRW,MFCT,Half,0.0
10.0,92641.75,20,80.0,CRW,MFCT,Half,0.0
10.0,47231.2,20,80.0,CRW,MFCT,Half,0.0
10.0,45506.9,20,80.0,CRW,MFCT,Half,0.0
10.0,52579.45,20,80.0,CRW,MFCT,Half,0.0
10.0,60368.65,20,80.0,CRW,MFCT,Half,0.0
10.0,44689.9,20,80.0,CRW,MFCT,Half,0.0
10.0,32116.4,20,80.0,CRW,MFCT,Half,0.0
10.0,74360.9,20,80.0,CRW,MFCT,Half,0.0
10.0,41249.25,20,80.0,CRW,MFCT,Half,0.0
10.0,61870.85,20,80.0,CRW,MFCT,Half,0.0
10.0,64923.2,20,80.0,CRW,MFCT,Half,0.0
10.0,51913.7,20,80.0,CRW,MFCT,Half,0.0
10.0,56831.8,20,80.0,CRW,MFCT,Half,0.0
10.0,64497.7,20,80.0,CRW,MFCT,Half,0.0
10.0,63978.95,20,80.0,CRW,MFCT,Half,0.0
10.0,44155.25,20,80.0,CRW,MFCT,Half,0.0
10.0,47993.1,20,80.0,CRW,MFCT,Half,0.0
10.0,51398.1,20,80.0,CRW,MFCT,Half,0.0
10.0,71190.0,20,80.0,CRW,MFCT,Half,0.0
10.0,73450.15,20,80.0,CRW,MFCT,Half,0.0
10.0,38507.4,20,80.0,CRW,MFCT,Half,0.0
10.0,39376.95,20,80.0,CRW,MFCT,Half,0.0
10.0,50384.5,20,80.0,CRW,MFCT,Half,0.0
10.0,43162.25,20,80.0,CRW,MFCT,Half,0.0
10.0,75297.35,20,80.0,CRW,MFCT,Half,0.0
10.0,56912.4,20,80.0,CRW,MFCT,Half,0.0
10.0,53272.35,20,80.0,CRW,MFCT,Half,0.0
10.0,51097.1,20,80.0,CRW,MFCT,Half,0.0
10.0,53907.85,20,80.0,CRW,MFCT,Half,0.0
10.0,49306.95,20,80.0,CRW,MFCT,Half,0.0
10.0,36412.6,20,80.0,CRW,MFCT,Half,0.0
10.0,64001.5,20,80.0,CRW,MFCT,Half,0.0
10.0,60716.0,20,80.0,CRW,MFCT,Half,0.0
10.0,36459.05,20,80.0,CRW,MFCT,Half,0.0
100.0,85733.38095,63,253.0,CRW,MFCT,Half,0.0
100.0,106522.254,63,253.0,CRW,MFCT,Half,0.0
100.0,113694.2698,63,253.0,CRW,MFCT,Half,0.0
100.0,113543.7302,63,253.0,CRW,MFCT,Half,0.0
100.0,78268.57143,63,253.0,CRW,MFCT,Half,0.0
100.0,91513.92063,63,253.0,CRW,MFCT,Half,0.0
100.0,82608.20635,63,253.0,CRW,MFCT,Half,0.0
100.0,94957.60317,63,253.0,CRW,MFCT,Half,0.0
100.0,130068.9048,63,253.0,CRW,MFCT,Half,0.0
100.0,85210.85714,63,253.0,CRW,MFCT,Half,0.0
100.0,102187.0952,63,253.0,CRW,MFCT,Half,0.0
100.0,77227.31746,63,253.0,CRW,MFCT,Half,0.0
100.0,99448.38095,63,253.0,CRW,MFCT,Half,0.0
100.0,102651.6508,63,253.0,CRW,MFCT,Half,0.0
100.0,102875.3175,63,253.0,CRW,MFCT,Half,0.0
100.0,84858.04762,63,253.0,CRW,MFCT,Half,0.0
100.0,88028.04762,63,253.0,CRW,MFCT,Half,0.0
100.0,104180.3333,63,253.0,CRW,MFCT,Half,0.0
100.0,108504.9365,63,253.0,CRW,MFCT,Half,0.0
100.0,108996.4921,63,253.0,CRW,MFCT,Half,0.0
100.0,103006.3651,63,253.0,CRW,MFCT,Half,0.0
100.0,133840.4603,63,253.0,CRW,MFCT,Half,0.0
100.0,111009.0317,63,253.0,CRW,MFCT,Half,0.0
100.0,91003.95238,63,253.0,CRW,MFCT,Half,0.0
100.0,79486.34921,63,253.0,CRW,MFCT,Half,0.0
100.0,98477.98413,63,253.0,CRW,MFCT,Half,0.0
100.0,100321.9048,63,253.0,CRW,MFCT,Half,0.0
100.0,97180.42857,63,253.0,CRW,MFCT,Half,0.0
100.0,73762.65079,63,253.0,CRW,MFCT,Half,0.0
100.0,93801.50794,63,253.0,CRW,MFCT,Half,0.0
100.0,95325.28571,63,253.0,CRW,MFCT,Half,0.0
100.0,86181.80952,63,253.0,CRW,MFCT,Half,0.0
100.0,98459.8254,63,253.0,CRW,MFCT,Half,0.0
100.0,90067.01587,63,253.0,CRW,MFCT,Half,0.0
100.0,121487.9048,63,253.0,CRW,MFCT,Half,0.0
100.0,120863.5079,63,253.0,CRW,MFCT,Half,0.0
100.0,111753.4762,63,253.0,CRW,MFCT,Half,0.0
100.0,99853.39683,63,253.0,CRW,MFCT,Half,0.0
100.0,89107.77778,63,253.0,CRW,MFCT,Half,0.0
100.0,113325.4603,63,253.0,CRW,MFCT,Half,0.0
100.0,77495.06349,63,253.0,CRW,MFCT,Half,0.0
100.0,106399.6667,63,253.0,CRW,MFCT,Half,0.0
100.0,115328.5556,63,253.0,CRW,MFCT,Half,0.0
100.0,110875.1111,63,253.0,CRW,MFCT,Half,0.0
100.0,95758.50794,63,253.0,CRW,MFCT,Half,0.0
100.0,90478.84127,63,253.0,CRW,MFCT,Half,0.0
100.0,105144.0159,63,253.0,CRW,MFCT,Half,0.0
100.0,125228.9048,63,253.0,CRW,MFCT,Half,0.0
100.0,104017.9206,63,253.0,CRW,MFCT,Half,0.0
100.0,101568.6984,63,253.0,CRW,MFCT,Half,0.0
100.0,107709.6984,63,253.0,CRW,MFCT,Half,0.0
100.0,91608.68254,63,253.0,CRW,MFCT,Half,0.0
100.0,100578.2222,63,253.0,CRW,MFCT,Half,0.0
100.0,125753.1905,63,253.0,CRW,MFCT,Half,0.0
100.0,85696.55556,63,253.0,CRW,MFCT,Half,0.0
100.0,93770.2381,63,253.0,CRW,MFCT,Half,0.0
100.0,91858.80952,63,253.0,CRW,MFCT,Half,0.0
100.0,108897.4921,63,253.0,CRW,MFCT,Half,0.0
100.0,91414.8254,63,253.0,CRW,MFCT,Half,0.0
100.0,104222.5238,63,253.0,CRW,MFCT,Half,0.0
100.0,113532.0794,63,253.0,CRW,MFCT,Half,0.0
100.0,98527.12698,63,253.0,CRW,MFCT,Half,0.0
100.0,106097.1429,63,253.0,CRW,MFCT,Half,0.0
100.0,108507.2381,63,253.0,CRW,MFCT,Half,0.0
100.0,115367.4762,63,253.0,CRW,MFCT,Half,0.0
100.0,93024.57143,63,253.0,CRW,MFCT,Half,0.0
100.0,91252.52381,63,253.0,CRW,MFCT,Half,0.0
100.0,88058.28571,63,253.0,CRW,MFCT,Half,0.0
100.0,88811.61905,63,253.0,CRW,MFCT,Half,0.0
100.0,86627.90476,63,253.0,CRW,MFCT,Half,0.0
100.0,101053.5714,63,253.0,CRW,MFCT,Half,0.0
100.0,108865.0794,63,253.0,CRW,MFCT,Half,0.0
100.0,89045.09524,63,253.0,CRW,MFCT,Half,0.0
100.0,89197.7619,63,253.0,CRW,MFCT,Half,0.0
100.0,90834.69841,63,253.0,CRW,MFCT,Half,0.0
100.0,90196.55556,63,253.0,CRW,MFCT,Half,0.0
100.0,104087.4921,63,253.0,CRW,MFCT,Half,0.0
100.0,112406.2698,63,253.0,CRW,MFCT,Half,0.0
100.0,112819.0635,63,253.0,CRW,MFCT,Half,0.0
100.0,97963.96825,63,253.0,CRW,MFCT,Half,0.0
100.0,85811.93651,63,253.0,CRW,MFCT,Half,0.0
100.0,75428.92063,63,253.0,CRW,MFCT,Half,0.0
100.0,83688.14286,63,253.0,CRW,MFCT,Half,0.0
100.0,99844.11111,63,253.0,CRW,MFCT,Half,0.0
100.0,115190.7778,63,253.0,CRW,MFCT,Half,0.0
100.0,88762.25397,63,253.0,CRW,MFCT,Half,0.0
100.0,98408.0,63,253.0,CRW,MFCT,Half,0.0
100.0,126025.381,63,253.0,CRW,MFCT,Half,0.0
100.0,79916.66667,63,253.0,CRW,MFCT,Half,0.0
100.0,110151.0635,63,253.0,CRW,MFCT,Half,0.0
100.0,90038.12698,63,253.0,CRW,MFCT,Half,0.0
100.0,81142.63492,63,253.0,CRW,MFCT,Half,0.0
100.0,108762.9048,63,253.0,CRW,MFCT,Half,0.0
100.0,93923.74603,63,253.0,CRW,MFCT,Half,0.0
100.0,99785.63492,63,253.0,CRW,MFCT,Half,0.0
100.0,96852.5873,63,253.0,CRW,MFCT,Half,0.0
100.0,107143.0,63,253.0,CRW,MFCT,Half,0.0
100.0,97623.98413,63,253.0,CRW,MFCT,Half,0.0
100.0,108777.6032,63,253.0,CRW,MFCT,Half,0.0
100.0,75464.39683,63,253.0,CRW,MFCT,Half,0.0
1000.0,145729.4874,199,801.0,CRW,MFCT,Half,0.0
1000.0,139642.2261,199,801.0,CRW,MFCT,Half,0.0
1000.0,131922.2764,199,801.0,CRW,MFCT,Half,0.0
1000.0,145623.6985,199,801.0,CRW,MFCT,Half,0.0
1000.0,129062.3518,199,801.0,CRW,MFCT,Half,0.0
1000.0,151443.7437,199,801.0,CRW,MFCT,Half,0.0
1000.0,162672.9899,199,801.0,CRW,MFCT,Half,0.0
1000.0,149059.4171,199,801.0,CRW,MFCT,Half,0.0
1000.0,167964.402,199,801.0,CRW,MFCT,Half,0.0
1000.0,177151.2915,199,801.0,CRW,MFCT,Half,0.0
1000.0,146982.3166,199,801.0,CRW,MFCT,Half,0.0
1000.0,146206.1608,199,801.0,CRW,MFCT,Half,0.0
1000.0,168383.005,199,801.0,CRW,MFCT,Half,0.0
1000.0,134895.5377,199,801.0,CRW,MFCT,Half,0.0
1000.0,142240.4322,199,801.0,CRW,MFCT,Half,0.0
1000.0,166398.0,199,801.0,CRW,MFCT,Half,0.0
1000.0,148642.4925,199,801.0,CRW,MFCT,Half,0.0
1000.0,168808.5528,199,801.0,CRW,MFCT,Half,0.0
1000.0,168497.5879,199,801.0,CRW,MFCT,Half,0.0
1000.0,139875.3769,199,801.0,CRW,MFCT,Half,0.0
1000.0,138851.1357,199,801.0,CRW,MFCT,Half,0.0
1000.0,172963.9598,199,801.0,CRW,MFCT,Half,0.0
1000.0,165767.9397,199,801.0,CRW,MFCT,Half,0.0
1000.0,155649.8191,199,801.0,CRW,MFCT,Half,0.0
1000.0,155504.5025,199,801.0,CRW,MFCT,Half,0.0
1000.0,160364.8995,199,801.0,CRW,MFCT,Half,0.0
1000.0,160029.2161,199,801.0,CRW,MFCT,Half,0.0
1000.0,156618.1156,199,801.0,CRW,MFCT,Half,0.0
1000.0,146282.7789,199,801.0,CRW,MFCT,Half,0.0
1000.0,120594.6432,199,801.0,CRW,MFCT,Half,0.0
1000.0,144483.3518,199,801.0,CRW,MFCT,Half,0.0
1000.0,126989.1759,199,801.0,CRW,MFCT,Half,0.0
1000.0,128352.804,199,801.0,CRW,MFCT,Half,0.0
1000.0,141734.4774,199,801.0,CRW,MFCT,Half,0.0
1000.0,148374.1558,199,801.0,CRW,MFCT,Half,0.0
1000.0,147207.1809,199,801.0,CRW,MFCT,Half,0.0
1000.0,160859.8392,199,801.0,CRW,MFCT,Half,0.0
1000.0,144227.0804,199,801.0,CRW,MFCT,Half,0.0
1000.0,159612.0503,199,801.0,CRW,MFCT,Half,0.0
1000.0,156975.8342,199,801.0,CRW,MFCT,Half,0.0
1000.0,150342.6985,199,801.0,CRW,MFCT,Half,0.0
1000.0,156986.3015,199,801.0,CRW,MFCT,Half,0.0
1000.0,178328.6432,199,801.0,CRW,MFCT,Half,0.0
1000.0,147612.3065,199,801.0,CRW,MFCT,Half,0.0
1000.0,148437.799,199,801.0,CRW,MFCT,Half,0.0
1000.0,150104.3769,199,801.0,CRW,MFCT,Half,0.0
1000.0,152054.3317,199,801.0,CRW,MFCT,Half,0.0
1000.0,163109.3015,199,801.0,CRW,MFCT,Half,0.0
1000.0,142530.8392,199,801.0,CRW,MFCT,Half,0.0
1000.0,158982.6683,199,801.0,CRW,MFCT,Half,0.0
1000.0,151857.7437,199,801.0,CRW,MFCT,Half,0.0
1000.0,160567.3668,199,801.0,CRW,MFCT,Half,0.0
1000.0,164226.8894,199,801.0,CRW,MFCT,Half,0.0
1000.0,179709.8844,199,801.0,CRW,MFCT,Half,0.0
1000.0,165901.6985,199,801.0,CRW,MFCT,Half,0.0
1000.0,153687.3618,199,801.0,CRW,MFCT,Half,0.0
1000.0,168015.8593,199,801.0,CRW,MFCT,Half,0.0
1000.0,150138.3668,199,801.0,CRW,MFCT,Half,0.0
1000.0,142788.0302,199,801.0,CRW,MFCT,Half,0.0
1000.0,161564.3417,199,801.0,CRW,MFCT,Half,0.0
1000.0,148799.1156,199,801.0,CRW,MFCT,Half,0.0
1000.0,165131.0955,199,801.0,CRW,MFCT,Half,0.0
1000.0,144761.794,199,801.0,CRW,MFCT,Half,0.0
1000.0,169361.5025,199,801.0,CRW,MFCT,Half,0.0
1000.0,187250.7588,199,801.0,CRW,MFCT,Half,0.0
1000.0,169563.3819,199,801.0,CRW,MFCT,Half,0.0
1000.0,139601.8392,199,801.0,CRW,MFCT,Half,0.0
1000.0,156307.0,199,801.0,CRW,MFCT,Half,0.0
1000.0,146291.7085,199,801.0,CRW,MFCT,Half,0.0
1000.0,177042.1558,199,801.0,CRW,MFCT,Half,0.0
1000.0,157888.7487,199,801.0,CRW,MFCT,Half,0.0
1000.0,139209.7839,199,801.0,CRW,MFCT,Half,0.0
1000.0,145347.8191,199,801.0,CRW,MFCT,Half,0.0
1000.0,158235.9849,199,801.0,CRW,MFCT,Half,0.0
1000.0,135483.9598,199,801.0,CRW,MFCT,Half,0.0
1000.0,139116.2211,199,801.0,CRW,MFCT,Half,0.0
1000.0,158042.3417,199,801.0,CRW,MFCT,Half,0.0
1000.0,149827.7035,199,801.0,CRW,MFCT,Half,0.0
1000.0,147392.8291,199,801.0,CRW,MFCT,Half,0.0
1000.0,152679.7487,199,801.0,CRW,MFCT,Half,0.0
1000.0,156526.6683,199,801.0,CRW,MFCT,Half,0.0
1000.0,144488.6382,199,801.0,CRW,MFCT,Half,0.0
1000.0,136815.201,199,801.0,CRW,MFCT,Half,0.0
1000.0,154919.0251,199,801.0,CRW,MFCT,Half,0.0
1000.0,158642.9296,199,801.0,CRW,MFCT,Half,0.0
1000.0,176451.799,199,801.0,CRW,MFCT,Half,0.0
1000.0,159066.1407,199,801.0,CRW,MFCT,Half,0.0
1000.0,148519.9447,199,801.0,CRW,MFCT,Half,0.0
1000.0,162967.3719,199,801.0,CRW,MFCT,Half,0.0
1000.0,144640.2965,199,801.0,CRW,MFCT,Half,0.0
1000.0,163243.9598,199,801.0,CRW,MFCT,Half,0.0
1000.0,153234.8844,199,801.0,CRW,MFCT,Half,0.0
1000.0,150942.5226,199,801.0,CRW,MFCT,Half,0.0
1000.0,158403.6382,199,801.0,CRW,MFCT,Half,0.0
1000.0,139888.4673,199,801.0,CRW,MFCT,Half,0.0
1000.0,151609.6332,199,801.0,CRW,MFCT,Half,0.0
1000.0,145646.6935,199,801.0,CRW,MFCT,Half,0.0
1000.0,169010.1658,199,801.0,CRW,MFCT,Half,0.0
1000.0,165149.1407,199,801.0,CRW,MFCT,Half,0.0
1000.0,161160.2563,199,801.0,CRW,MFCT,Half,0.0
10000.0,203424.8746,629,2533.0,CRW,MFCT,Half,0.0
10000.0,184761.1238,629,2533.0,CRW,MFCT,Half,0.0
10000.0,199225.8762,629,2533.0,CRW,MFCT,Half,0.0
10000.0,259888.8127,629,2533.0,CRW,MFCT,Half,0.0
10000.0,230294.5714,629,2533.0,CRW,MFCT,Half,0.0
10000.0,199434.4333,629,2533.0,CRW,MFCT,Half,0.0
10000.0,255541.0778,629,2533.0,CRW,MFCT,Half,0.0
10000.0,246130.7063,629,2533.0,CRW,MFCT,Half,0.0
10000.0,251611.6841,629,2533.0,CRW,MFCT,Half,0.0
10000.0,170746.5444,629,2533.0,CRW,MFCT,Half,0.0
10000.0,245662.8857,629,2533.0,CRW,MFCT,Half,0.0
10000.0,256196.627,629,2533.0,CRW,MFCT,Half,0.0
10000.0,154873.8254,629,2533.0,CRW,MFCT,Half,0.0
10000.0,223929.9952,629,2533.0,CRW,MFCT,Half,0.0
10000.0,260484.6937,629,2533.0,CRW,MFCT,Half,0.0
10000.0,262522.2,629,2533.0,CRW,MFCT,Half,0.0
10000.0,254736.081,629,2533.0,CRW,MFCT,Half,0.0
10000.0,186190.754,629,2533.0,CRW,MFCT,Half,0.0
10000.0,166656.6746,629,2533.0,CRW,MFCT,Half,0.0
10000.0,240713.3,629,2533.0,CRW,MFCT,Half,0.0
10000.0,218861.6677,629,2533.0,CRW,MFCT,Half,0.0
10000.0,217744.7631,629,2533.0,CRW,MFCT,Half,0.0
10000.0,199563.8712,629,2533.0,CRW,MFCT,Half,0.0
10000.0,196823.3323,629,2533.0,CRW,MFCT,Half,0.0
10000.0,192826.3021,629,2533.0,CRW,MFCT,Half,0.0
10000.0,218153.275,629,2533.0,CRW,MFCT,Half,0.0
10000.0,201081.4436,629,2533.0,CRW,MFCT,Half,0.0
10000.0,194516.8347,629,2533.0,CRW,MFCT,Half,0.0
10000.0,208075.5962,629,2533.0,CRW,MFCT,Half,0.0
10000.0,201842.5405,629,2533.0,CRW,MFCT,Half,0.0
10000.0,194867.6296,629,2533.0,CRW,MFCT,Half,0.0
10000.0,196283.4754,629,2533.0,CRW,MFCT,Half,0.0
10000.0,191505.2464,629,2533.0,CRW,MFCT,Half,0.0
10000.0,209921.8156,629,2533.0,CRW,MFCT,Half,0.0
10000.0,205885.2655,629,2533.0,CRW,MFCT,Half,0.0
10000.0,181645.7917,629,2533.0,CRW,MFCT,Half,0.0
10000.0,212502.0207,629,2533.0,CRW,MFCT,Half,0.0
10000.0,200601.7504,629,2533.0,CRW,MFCT,Half,0.0
10000.0,195930.4579,629,2533.0,CRW,MFCT,Half,0.0
10000.0,215071.089,629,2533.0,CRW,MFCT,Half,0.0
10000.0,207227.4277,629,2533.0,CRW,MFCT,Half,0.0
10000.0,216550.8474,629,2533.0,CRW,MFCT,Half,0.0
10000.0,201069.0763,629,2533.0,CRW,MFCT,Half,0.0
10000.0,204586.9253,629,2533.0,CRW,MFCT,Half,0.0
10000.0,210431.717,629,2533.0,CRW,MFCT,Half,0.0
10000.0,201643.0413,629,2533.0,CRW,MFCT,Half,0.0
10000.0,211656.5517,629,2533.0,CRW,MFCT,Half,0.0
10000.0,193245.2019,629,2533.0,CRW,MFCT,Half,0.0
10000.0,199176.0922,629,2533.0,CRW,MFCT,Half,0.0
10000.0,203669.4197,629,2533.0,CRW,MFCT,Half,0.0
10000.0,204030.682,629,2533.0,CRW,MFCT,Half,0.0
10000.0,212300.0668,629,2533.0,CRW,MFCT,Half,0.0
10000.0,196338.2401,629,2533.0,CRW,MFCT,Half,0.0
10000.0,191222.4293,629,2533.0,CRW,MFCT,Half,0.0
10000.0,197573.5564,629,2533.0,CRW,MFCT,Half,0.0
10000.0,195823.2305,629,2533.0,CRW,MFCT,Half,0.0
10000.0,204439.3355,629,2533.0,CRW,MFCT,Half,0.0
10000.0,197837.8617,629,2533.0,CRW,MFCT,Half,0.0
10000.0,211151.4913,629,2533.0,CRW,MFCT,Half,0.0
10000.0,197328.3132,629,2533.0,CRW,MFCT,Half,0.0
10000.0,219579.2273,629,2533.0,CRW,MFCT,Half,0.0
10000.0,209869.5024,629,2533.0,CRW,MFCT,Half,0.0
10000.0,192745.3847,629,2533.0,CRW,MFCT,Half,0.0
10000.0,213545.4642,629,2533.0,CRW,MFCT,Half,0.0
10000.0,202524.027,629,2533.0,CRW,MFCT,Half,0.0
10000.0,196576.0302,629,2533.0,CRW,MFCT,Half,0.0
10000.0,194580.8521,629,2533.0,CRW,MFCT,Half,0.0
10000.0,210543.5819,629,2533.0,CRW,MFCT,Half,0.0
10000.0,195250.0906,629,2533.0,CRW,MFCT,Half,0.0
10000.0,194996.7091,629,2533.0,CRW,MFCT,Half,0.0
10000.0,198819.0859,629,2533.0,CRW,MFCT,Half,0.0
10000.0,204305.6264,629,2533.0,CRW,MFCT,Half,0.0
10000.0,210514.8442,629,2533.0,CRW,MFCT,Half,0.0
10000.0,214771.531,629,2533.0,CRW,MFCT,Half,0.0
10000.0,184440.9396,629,2533.0,CRW,MFCT,Half,0.0
10000.0,203898.9348,629,2533.0,CRW,MFCT,Half,0.0
10000.0,203102.1924,629,2533.0,CRW,MFCT,Half,0.0
10000.0,192351.6391,629,2533.0,CRW,MFCT,Half,0.0
10000.0,204894.5946,629,2533.0,CRW,MFCT,Half,0.0
10000.0,206928.1542,629,2533.0,CRW,MFCT,Half,0.0
10000.0,207045.5771,629,2533.0,CRW,MFCT,Half,0.0
10000.0,190813.7075,629,2533.0,CRW,MFCT,Half,0.0
10000.0,195065.2369,629,2533.0,CRW,MFCT,Half,0.0
10000.0,191310.4658,629,2533.0,CRW,MFCT,Half,0.0
10000.0,208165.7822,629,2533.0,CRW,MFCT,Half,0.0
10000.0,201905.0143,629,2533.0,CRW,MFCT,Half,0.0
10000.0,210703.1113,629,2533.0,CRW,MFCT,Half,0.0
10000.0,211796.213,629,2533.0,CRW,MFCT,Half,0.0
10000.0,194071.655,629,2533.0,CRW,MFCT,Half,0.0
10000.0,196681.4642,629,2533.0,CRW,MFCT,Half,0.0
10000.0,191078.7122,629,2533.0,CRW,MFCT,Half,0.0
10000.0,200371.3021,629,2533.0,CRW,MFCT,Half,0.0
10000.0,211683.9126,629,2533.0,CRW,MFCT,Half,0.0
10000.0,200117.8251,629,2533.0,CRW,MFCT,Half,0.0
10000.0,211191.8553,629,2533.0,CRW,MFCT,Half,0.0
10000.0,209091.1638,629,2533.0,CRW,MFCT,Half,0.0
10000.0,188639.2814,629,2533.0,CRW,MFCT,Half,0.0
10000.0,207576.6614,629,2533.0,CRW,MFCT,Half,0.0
10000.0,207018.9062,629,2533.0,CRW,MFCT,Half,0.0
10000.0,201025.8983,629,2533.0,CRW,MFCT,Half,0.0
100000.0,251484.2685,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,250422.721,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,256874.1242,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,249018.8416,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,258147.3575,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,254606.0543,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,251007.6576,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,252622.8537,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,259524.3731,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,243760.8049,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,268430.0473,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,249574.4495,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,250688.7929,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,260384.4213,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,270432.7567,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,274564.64,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,259056.6239,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,245751.1297,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,245065.3635,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,247805.0196,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,260012.9703,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,251555.4635,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,262213.0478,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,264210.9276,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,257497.5953,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,254462.4796,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,255161.639,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,256328.2841,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,256445.8321,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,246849.2574,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,248861.912,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,258476.4932,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,262231.3157,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,256868.3444,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,250853.1222,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,192099.7863,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,392568.8039,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,378327.3022,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,372969.9824,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,358004.3152,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,252296.8889,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,250100.6853,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,253237.9864,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,258431.7164,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,256673.9754,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,260705.5314,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,252415.3836,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,262833.36,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,252686.2353,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,247639.1865,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,341127.7788,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,325430.3389,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,320696.1433,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,323485.2086,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,318753.6013,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,304904.7768,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,262057.4439,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,254604.8708,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,240733.6571,1989,8011.0,CRW,MFCT,Half,0.0
100000.0,248728.5249,1989,8011.0,CRW,MFCT,Half,0.0
